buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
631a4da47255a77e0e6d7410,2023-12-21,11,60,210014493,3500241.55,1575095,0,0.0,12,7,9,2,Hyper-Active Buyer
631a4f977255a77e0e6dec73,2023-12-29,3,110,2226297770,20239070.636363637,16697212,0,0.0,18,5,12,2,Hyper-Active Buyer
631a51497255a77e0e6eb585,2023-12-29,3,35,5215607524,149017357.82857144,19029058,0,0.0,15,6,12,2,Hyper-Active Buyer
631a514d7255a77e0e6eb6e5,2023-11-17,45,2,2370537,1185268.5,17779,0,0.0,1,1,1,2,Hyper-Active Buyer
631a514f7255a77e0e6eb7c9,2023-12-31,1,769,44777116849,58227720.21976593,334952661,0,0.0,19,3,9,2,Hyper-Active Buyer
631a51527255a77e0e6eb8f5,2023-12-28,4,59,10932401,185294.93220338982,81980,0,0.0,28,9,23,2,Hyper-Active Buyer
631a51527255a77e0e6eb900,2023-12-20,12,24,124124367,5171848.625,930925,0,0.0,4,1,3,2,Hyper-Active Buyer
631a51567255a77e0e6eba32,2023-12-30,2,27,14167391485,524718203.1481481,35609891,0,0.0,8,3,4,2,Hyper-Active Buyer
631a51577255a77e0e6ebada,2023-12-31,1,251,55598895877,221509545.32669324,208706091,0,0.0,4,1,1,2,Hyper-Active Buyer
631a515a7255a77e0e6ebbd0,2023-12-23,9,153,9747134285,63706760.03267974,60738749,0,0.0,42,5,12,2,Hyper-Active Buyer
631a515b7255a77e0e6ebc6e,2023-12-31,1,253,37778327188,149321451.33596838,193458018,0,0.0,36,4,8,2,Hyper-Active Buyer
631a515c7255a77e0e6ebcae,2023-12-19,13,7,481938462,68848351.71428572,3614536,0,0.0,3,1,1,2,Hyper-Active Buyer
631a515c7255a77e0e6ebcb4,2023-12-31,1,96,1414146958,14730697.479166666,10606074,0,0.0,25,8,18,2,Hyper-Active Buyer
631a515c7255a77e0e6ebcce,2023-12-30,2,293,72330107838,246860436.30716723,346975423,0,0.0,32,3,15,2,Hyper-Active Buyer
631a515e7255a77e0e6ebd75,2023-12-31,1,58,5120505860,88284583.79310344,30488766,0,0.0,21,4,12,2,Hyper-Active Buyer
631a515e7255a77e0e6ebd81,2023-12-31,1,93,19343265236,207992099.31182796,114536736,0,0.0,5,3,4,2,Hyper-Active Buyer
631a515f7255a77e0e6ebdeb,2023-11-01,61,5,2790000,558000.0,20925,0,0.0,1,1,1,2,Hyper-Active Buyer
631a515f7255a77e0e6ebe01,2023-12-09,23,34,903960000,26587058.82352941,6779680,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51607255a77e0e6ebe23,2023-12-13,19,8,649923890,81240486.25,4874427,0,0.0,3,3,3,2,Hyper-Active Buyer
631a51677255a77e0e6ec0e5,2023-12-30,2,211,1081130986,5123843.535545024,8108411,0,0.0,23,3,11,2,Hyper-Active Buyer
631a516b7255a77e0e6ec272,2023-12-29,3,150,2035801550,13572010.333333334,15268592,0,0.0,1,1,1,2,Hyper-Active Buyer
631a516c7255a77e0e6ec2bc,2023-12-19,13,98,791058368,8072024.1632653065,5932907,0,0.0,3,3,3,2,Hyper-Active Buyer
631a516d7255a77e0e6ec30d,2023-12-28,4,28,410706000,14668071.42857143,3080291,0,0.0,2,2,2,2,Hyper-Active Buyer
631a516f7255a77e0e6ec3d2,2023-12-31,1,197,10726152386,54447474.040609136,80446080,0,0.0,10,3,6,2,Hyper-Active Buyer
631a516f7255a77e0e6ec3fe,2023-12-18,14,8,172491766,21561470.75,1293684,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51717255a77e0e6ec49f,2023-12-31,1,64,4225023109,66015986.078125,31687640,0,0.0,5,2,2,2,Hyper-Active Buyer
631a51727255a77e0e6ec51a,2023-12-14,18,10,8804069,880406.9,66027,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51747255a77e0e6ec5a7,2023-12-30,2,43,665475895,15476183.604651162,4991055,0,0.0,8,3,6,2,Hyper-Active Buyer
631a51767255a77e0e6ec681,2023-12-12,20,15,404735000,26982333.333333332,3035512,0,0.0,2,2,2,2,Hyper-Active Buyer
631a51767255a77e0e6ec6a5,2023-12-15,17,3,3325700,1108566.6666666667,24942,0,0.0,2,2,2,2,Hyper-Active Buyer
631a517d7255a77e0e6ec935,2023-12-12,20,2,18318212,9159106.0,137386,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51807255a77e0e6eca22,2023-12-20,12,36,524285820,14563495.0,3932136,0,0.0,8,2,4,2,Hyper-Active Buyer
631a51807255a77e0e6eca5d,2023-12-29,3,19,1004124185,52848641.315789476,7530928,0,0.0,4,2,2,2,Hyper-Active Buyer
631a518d7255a77e0e6ecf69,2023-11-21,41,4,20140500,5035125.0,151053,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51907255a77e0e6ed09e,2023-12-21,11,17,31453067,1850180.4117647058,235892,0,0.0,11,3,5,2,Hyper-Active Buyer
631a51937255a77e0e6ed182,2023-12-30,2,93,2792068860,30022245.80645161,20940497,0,0.0,8,2,2,2,Hyper-Active Buyer
631a51995b9755003d25557a,2023-12-30,2,34,567679765,16696463.676470589,4257588,0,0.0,6,4,6,2,Hyper-Active Buyer
631a51a45b9755003d2557fb,2023-12-19,13,20,1317876315,65893815.75,9884060,0,0.0,4,3,3,2,Hyper-Active Buyer
631a51a45b9755003d255825,2023-12-23,9,90,2997612469,33306805.21111111,22482078,0,0.0,14,6,9,2,Hyper-Active Buyer
631a51a75b9755003d2558de,2023-11-29,33,12,416191345,34682612.083333336,3121432,0,0.0,3,2,3,2,Hyper-Active Buyer
631a51a77255a77e0e6ed659,2023-12-26,6,51,1314309876,25770781.88235294,9857298,0,0.0,5,2,4,2,Hyper-Active Buyer
631a51aa7255a77e0e6ed71f,2023-12-30,2,244,7070482762,28977388.36885246,35996867,0,0.0,33,8,19,2,Hyper-Active Buyer
631a51ab7255a77e0e6ed74c,2023-12-06,26,12,69038474,5753206.166666667,517784,0,0.0,2,2,2,2,Hyper-Active Buyer
631a51ab7255a77e0e6ed769,2023-12-31,1,774,8137007764,10512929.92764858,58918999,0,0.0,27,4,14,2,Hyper-Active Buyer
631a51ac7255a77e0e6ed792,2023-12-31,1,548,12542071493,22886991.775547445,85292891,0,0.0,16,2,6,2,Hyper-Active Buyer
631a51ad7255a77e0e6ed7df,2023-12-29,3,2,15968700,7984350.0,119765,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51af7255a77e0e6ed860,2023-12-30,2,241,3699792626,15351836.62240664,26372223,0,0.0,14,3,4,2,Hyper-Active Buyer
631a51b07255a77e0e6ed887,2023-12-31,1,475,12528963036,26376764.28631579,74430670,0,0.0,20,5,6,2,Hyper-Active Buyer
631a51b17255a77e0e6ed8cf,2023-12-14,18,14,432669345,30904953.214285713,3245014,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51b17255a77e0e6ed8e6,2023-12-21,11,19,570168975,30008893.42105263,4276260,0,0.0,6,3,4,2,Hyper-Active Buyer
631a51b17255a77e0e6ed8e8,2023-12-30,2,145,562913402,3882161.393103448,4221819,0,0.0,9,2,4,2,Hyper-Active Buyer
631a51b37255a77e0e6ed96b,2023-12-28,4,33,1662702208,50384915.39393939,9627615,0,0.0,9,2,2,2,Hyper-Active Buyer
631a51b47255a77e0e6ed983,2023-12-30,2,93,489708800,5265686.021505376,3672811,0,0.0,4,1,3,2,Hyper-Active Buyer
631a51b47255a77e0e6ed98a,2023-12-27,5,122,1076478842,8823597.06557377,8073566,0,0.0,6,1,1,2,Hyper-Active Buyer
631a51b47255a77e0e6ed998,2023-12-12,20,37,237805121,6427165.432432433,1783534,0,0.0,5,2,5,2,Hyper-Active Buyer
631a51b47255a77e0e6ed9a4,2023-12-27,5,34,468011500,13765044.11764706,3510080,0,0.0,6,2,3,2,Hyper-Active Buyer
631a51b57255a77e0e6ed9bb,2023-12-30,2,432,1326940300,3071621.064814815,9952023,0,0.0,8,2,2,2,Hyper-Active Buyer
631a51b57255a77e0e6ed9c9,2023-12-26,6,37,99591199,2691654.027027027,746927,0,0.0,2,1,2,2,Hyper-Active Buyer
631a51b67255a77e0e6ed9fd,2023-12-16,16,12,92567700,7713975.0,694255,0,0.0,3,3,3,2,Hyper-Active Buyer
631a51b67255a77e0e6eda15,2023-12-14,18,27,185418500,6867351.851851852,1390637,0,0.0,1,1,1,2,Hyper-Active Buyer
631a51b67255a77e0e6eda28,2023-12-29,3,100,656117117,6561171.17,4920852,0,0.0,10,1,6,2,Hyper-Active Buyer
631a51b67255a77e0e6eda3d,2023-12-14,18,70,166649500,2380707.1428571427,1249864,0,0.0,3,1,2,2,Hyper-Active Buyer
631a51b77255a77e0e6eda78,2023-11-16,46,5,140326200,28065240.0,1052445,0,0.0,2,2,2,2,Hyper-Active Buyer
631a51b95b9755003d255d10,2023-12-13,19,10,9304105,930410.5,69776,0,0.0,4,2,4,2,Hyper-Active Buyer
631a51b97255a77e0e6edae1,2023-12-28,4,31,778995000,25128870.967741936,5842449,0,0.0,5,2,3,2,Hyper-Active Buyer
631a51b97255a77e0e6edaf6,2023-12-15,17,41,592015292,14439397.365853658,4440098,0,0.0,5,3,4,2,Hyper-Active Buyer
631a51ba7255a77e0e6edb19,2023-12-29,3,89,467531101,5253158.438202247,3506478,0,0.0,7,2,3,2,Hyper-Active Buyer
631a51ba7255a77e0e6edb20,2023-12-16,16,9,38985000,4331666.666666667,292387,0,0.0,2,1,2,2,Hyper-Active Buyer
631a51ba7255a77e0e6edb25,2023-12-29,3,15,184238000,12282533.333333334,1381782,0,0.0,4,1,3,2,Hyper-Active Buyer
631a51bb7255a77e0e6edb3c,2023-12-27,5,75,363724000,4849653.333333333,2727927,0,0.0,6,2,2,2,Hyper-Active Buyer
631a51bc7255a77e0e6edbac,2023-12-16,16,29,126594550,4365329.310344827,949453,0,0.0,2,1,1,2,Hyper-Active Buyer
631a51be7255a77e0e6edbf4,2023-12-27,5,74,295003470,3986533.378378378,2212498,0,0.0,5,1,2,2,Hyper-Active Buyer
631a51be7255a77e0e6edc06,2023-12-23,9,102,417787652,4095957.3725490198,3133366,0,0.0,8,2,2,2,Hyper-Active Buyer
